0	888
1	9364
2	5134
3	4763
4	5385
5	7828
6	10179
7	7788
8	5443
9	4464
10	3122
11	2625
12	2127
13	1835
14	2309
15	1671
16	1624
17	1428
18	1223
19	711
20	563
21	533
22	467
23	391
24	327
25	356
26	314
27	319
28	300
29	303
30	266
31	301
32	298
33	292
34	297
35	289
36	231
37	255
38	275
39	236
40	259
41	293
42	234
43	244
44	279
45	266
46	239
47	220
48	207
49	186
50	218
51	191
52	211
53	211
54	209
55	216
56	170
57	141
58	128
59	143
60	152
61	164
62	173
63	198
64	171
65	182
66	177
67	165
68	193
69	183
70	219
71	182
72	184
73	158
74	152
75	169
76	180
77	196
78	189
79	194
80	184
81	184
82	187
83	171
84	181
85	160
86	176
87	166
88	171
89	163
90	170
91	166
92	171
93	176
94	160
95	187
96	163
97	159
98	144
99	174
100	161
101	192
102	181
103	151
104	166
105	174
106	164
107	166
108	141
109	165
110	148
111	173
112	164
113	146
114	147
115	139
116	155
117	153
118	143
119	137
120	154
121	151
122	147
123	150
124	148
125	132
126	141
127	137
128	134
129	168
130	143
131	153
132	145
133	149
134	130
135	134
136	141
137	129
138	140
139	124
140	122
141	144
142	122
143	103
144	127
145	118
146	120
147	136
148	114
149	139
150	116
151	114
152	137
153	123
154	117
155	106
156	123
157	111
158	112
159	113
160	109
161	125
162	111
163	124
164	104
165	112
166	88
167	109
168	80
169	65
170	93
171	79
172	78
173	86
174	80
175	82
176	85
177	90
178	65
179	67
180	75
181	79
182	77
183	82
184	63
185	79
186	69
187	68
188	81
189	74
190	80
191	75
192	87
193	88
194	73
195	75
196	72
197	66
198	66
199	74
200	73
201	88
202	77
203	77
204	81
205	58
206	76
207	81
208	96
209	96
210	75
211	74
212	82
213	74
214	84
215	73
216	68
217	77
218	79
219	69
220	75
221	76
222	84
223	75
224	71
225	84
226	86
227	67
228	77
229	91
230	90
231	81
232	78
233	90
234	99
235	98
236	82
237	88
238	100
239	96
240	118
241	99
242	110
243	103
244	124
245	122
246	125
247	131
248	138
249	176
250	176
251	212
252	317
253	499
254	865
255	3888
