,acc,loss,lr,val_acc,val_loss
0,0.8894164727209394,0.345546443405389,0.0010000000474974513,0.9851666600704193,0.04336727557587437
1,0.9698779421390047,0.10319630167069313,0.0010000000474974513,0.9861666600704193,0.040361127833874584
2,0.976536696336255,0.07786082092995061,0.0010000000474974513,0.9906666624546051,0.036904750119426656
3,0.9793745502810205,0.06890426302620054,0.0010000000474974513,0.9916666626930237,0.033314913797012194
4,0.9814333854507179,0.06428760814824984,0.0010000000474974513,0.991166662454605,0.02856541397822245
5,0.9823051444031115,0.06182854491469501,0.0010000000474974513,0.9921666629314423,0.03391288904872878
6,0.9824535288097694,0.06299773088109499,0.0010000000474974513,0.9926666631698609,0.029781443089595995
7,0.9829357789484097,0.062498873007677876,0.0010000000474974513,0.9923333296775818,0.02679122458921241
8,0.9828430384239413,0.06352231500247298,0.0010000000474974513,0.9919999961853028,0.03125017877022522
9,0.9828615862586384,0.06331204249156745,0.0010000000474974513,0.9908333292007446,0.03817345663626111
10,0.9875356990881462,0.04652774247075841,0.0005000000237487257,0.993999997138977,0.023661942240947004
11,0.9869978053392817,0.04946459619003488,0.0005000000237487257,0.9934999969005585,0.022759916273663597
12,0.986738132193149,0.04844473928018431,0.0005000000237487257,0.9931666634082794,0.022494178740916443
13,0.9860518539292825,0.050112337926181236,0.0005000000237487257,0.9924999964237213,0.029162261260806795
14,0.9889824482835391,0.040127743908165606,0.0002500000118743628,0.9943333306312561,0.02228282969199002
15,0.9892606693063799,0.03818279056479763,0.0002500000118743628,0.9938333303928375,0.021607434992387424
16,0.988407458177628,0.04005366787414109,0.0002500000118743628,0.9934999969005585,0.02703567305995481
17,0.9892050251478027,0.03962214858226575,0.0002500000118743628,0.9941666638851165,0.02488796842974807
18,0.9896872748243228,0.0375838215445423,0.0001250000059371814,0.9929999966621399,0.022271402331800347
19,0.9903735532982437,0.034555569424589504,0.0001250000059371814,0.9938333263397217,0.021548723178817453
20,0.990317909064489,0.03286287989045848,0.0001250000059371814,0.9943333306312561,0.020616480577880188
21,0.9905590339668711,0.03357271970537872,6.25000029685907e-05,0.9944999973773956,0.020564374462769288
22,0.9911896682402038,0.03046221531915509,6.25000029685907e-05,0.993999997138977,0.021453014158832957
23,0.990837254969812,0.03183482236526538,6.25000029685907e-05,0.9941666638851165,0.020363303966042925
24,0.9908743511035375,0.031118966792635674,6.25000029685907e-05,0.9949999976158143,0.01918547025514757
25,0.9906146781342927,0.03268594693946184,6.25000029685907e-05,0.9946666641235351,0.02196231164875644
26,0.9912267644690066,0.03111242198702116,6.25000029685907e-05,0.9946666641235351,0.020826617493331773
27,0.9912638605076548,0.03143462536061808,6.25000029685907e-05,0.9943333306312561,0.023440209666781054
28,0.9912453124407921,0.03134121920600241,3.125000148429535e-05,0.9941666638851165,0.02130853434250154
29,0.9913380527751057,0.031965588432148404,3.125000148429535e-05,0.9949999976158143,0.019999318583587715
