0	1
1	3
2	27
3	51
4	41
5	72
6	58
7	43
8	33
9	29
10	22
11	18
12	26
13	13
14	18
15	21
16	12
17	12
18	10
19	11
20	11
21	11
22	8
23	6
24	7
25	5
26	11
27	11
28	3
29	12
30	21
31	44
32	86
33	215
34	466
35	907
36	1638
37	2564
38	4022
39	4762
40	4649
41	4140
42	3609
43	3609
44	3780
45	4169
46	4887
47	6703
48	9735
49	12059
50	11340
51	9051
52	7398
53	7159
54	8528
55	9111
56	7796
57	5736
58	4288
59	3880
60	3603
61	3422
62	3422
63	3334
64	3096
65	2949
66	2764
67	2711
68	2977
69	3080
70	3516
71	3992
72	4294
73	4791
74	5095
75	5512
76	5836
77	6020
78	6010
79	5866
80	5930
81	5863
82	5986
83	5880
84	5919
85	5727
86	5549
87	5477
88	5512
89	5639
90	5419
91	5641
92	5762
93	6038
94	5984
95	6455
96	6532
97	6846
98	7095
99	7281
100	7532
101	7716
102	7844
103	8169
104	8132
105	7993
106	8131
107	8242
108	8036
109	8100
110	8045
111	8013
112	8215
113	8005
114	8015
115	7997
116	7984
117	8016
118	7957
119	7734
120	7475
121	7416
122	7467
123	7242
124	7334
125	7513
126	7439
127	7438
128	7433
129	7586
130	7576
131	7450
132	7431
133	7283
134	7075
135	6866
136	6360
137	6051
138	5765
139	5208
140	4930
141	4799
142	4433
143	4071
144	3898
145	3679
146	3509
147	3270
148	3119
149	2923
150	2801
151	2660
152	2580
153	2372
154	2430
155	2153
156	2080
157	2025
158	1963
159	1919
160	1851
161	1786
162	1728
163	1565
164	1499
165	1440
166	1457
167	1350
168	1303
169	1248
170	1217
171	1167
172	1152
173	1124
174	1031
175	1071
176	1096
177	1057
178	999
179	980
180	882
181	847
182	774
183	710
184	673
185	595
186	620
187	584
188	482
189	442
190	497
191	587
192	714
193	756
194	712
195	558
196	278
197	157
198	108
199	71
200	67
201	38
202	25
203	16
204	4
205	1
206	0
207	0
208	0
209	0
210	0
211	0
212	0
213	0
214	0
215	0
216	0
217	0
218	0
219	0
220	0
221	0
222	0
223	0
224	0
225	0
226	0
227	0
228	0
229	0
230	0
231	0
232	0
233	0
234	0
235	0
236	0
237	0
238	0
239	0
240	0
241	0
242	0
243	0
244	0
245	0
246	0
247	0
248	0
249	0
250	0
251	0
252	0
253	0
254	0
255	0
