0	2
1	2
2	3
3	4
4	5
5	7
6	13
7	21
8	25
9	26
10	27
11	28
12	29
13	30
14	30
15	31
16	31
17	32
18	33
19	33
20	34
21	35
22	35
23	36
24	36
25	37
26	37
27	38
28	38
29	39
30	39
31	40
32	41
33	41
34	42
35	42
36	43
37	43
38	44
39	45
40	45
41	46
42	46
43	47
44	47
45	48
46	49
47	49
48	50
49	50
50	51
51	51
52	52
53	52
54	53
55	54
56	54
57	55
58	55
59	56
60	57
61	57
62	58
63	58
64	59
65	59
66	60
67	60
68	61
69	62
70	62
71	63
72	63
73	64
74	64
75	65
76	66
77	66
78	67
79	67
80	68
81	69
82	69
83	70
84	70
85	71
86	72
87	72
88	73
89	73
90	74
91	74
92	75
93	76
94	76
95	77
96	77
97	78
98	78
99	79
100	79
101	80
102	81
103	81
104	82
105	82
106	83
107	83
108	84
109	84
110	85
111	86
112	86
113	87
114	87
115	88
116	88
117	89
118	90
119	90
120	91
121	91
122	92
123	92
124	93
125	94
126	94
127	95
128	95
129	96
130	97
131	97
132	98
133	98
134	99
135	100
136	100
137	101
138	101
139	102
140	103
141	103
142	104
143	104
144	105
145	105
146	106
147	107
148	107
149	108
150	108
151	109
152	110
153	110
154	111
155	111
156	112
157	112
158	113
159	114
160	114
161	115
162	115
163	116
164	116
165	117
166	118
167	118
168	119
169	119
170	120
171	121
172	121
173	122
174	122
175	123
176	123
177	124
178	125
179	125
180	126
181	126
182	127
183	128
184	128
185	129
186	129
187	130
188	130
189	131
190	132
191	132
192	133
193	133
194	134
195	135
196	135
197	136
198	136
199	137
200	138
201	138
202	139
203	139
204	140
205	141
206	141
207	142
208	142
209	143
210	144
211	144
212	145
213	145
214	146
215	147
216	147
217	148
218	148
219	149
220	150
221	150
222	151
223	152
224	152
225	153
226	153
227	154
228	155
229	155
230	156
231	156
232	157
233	157
234	158
235	159
236	159
237	160
238	161
239	161
240	162
241	162
242	163
243	164
244	164
245	165
246	166
247	166
248	167
249	168
250	168
251	169
252	170
253	171
254	172
255	255
