0	901
1	9657
2	5445
3	4719
4	7143
5	9314
6	7608
7	8940
8	4956
9	3950
10	3733
11	2512
12	1960
13	2399
14	1743
15	1669
16	1438
17	1208
18	702
19	644
20	569
21	474
22	403
23	360
24	326
25	331
26	333
27	316
28	330
29	285
30	300
31	307
32	282
33	273
34	281
35	285
36	259
37	220
38	269
39	254
40	263
41	279
42	268
43	269
44	221
45	244
46	200
47	226
48	230
49	209
50	231
51	238
52	185
53	157
54	149
55	164
56	136
57	146
58	166
59	195
60	185
61	164
62	179
63	199
64	171
65	181
66	186
67	214
68	196
69	193
70	154
71	181
72	173
73	205
74	222
75	197
76	194
77	198
78	176
79	175
80	201
81	185
82	179
83	169
84	165
85	160
86	166
87	167
88	193
89	161
90	191
91	160
92	164
93	168
94	189
95	188
96	179
97	155
98	157
99	166
100	142
101	178
102	158
103	175
104	143
105	163
106	174
107	171
108	161
109	153
110	137
111	157
112	143
113	158
114	137
115	141
116	150
117	161
118	129
119	158
120	146
121	145
122	173
123	178
124	161
125	166
126	148
127	155
128	165
129	124
130	170
131	143
132	146
133	140
134	132
135	142
136	121
137	121
138	137
139	116
140	140
141	130
142	144
143	132
144	126
145	118
146	139
147	122
148	138
149	119
150	105
151	111
152	106
153	108
154	105
155	135
156	106
157	135
158	109
159	118
160	121
161	87
162	111
163	82
164	72
165	96
166	88
167	81
168	72
169	89
170	91
171	74
172	91
173	85
174	72
175	71
176	78
177	65
178	90
179	65
180	79
181	81
182	79
183	74
184	63
185	94
186	76
187	94
188	85
189	75
190	87
191	81
192	76
193	78
194	75
195	82
196	80
197	76
198	91
199	84
200	77
201	71
202	74
203	89
204	67
205	90
206	80
207	78
208	77
209	90
210	71
211	65
212	73
213	82
214	75
215	97
216	79
217	84
218	101
219	92
220	90
221	89
222	79
223	81
224	85
225	73
226	92
227	71
228	77
229	93
230	87
231	91
232	81
233	80
234	87
235	75
236	85
237	64
238	99
239	80
240	97
241	109
242	96
243	99
244	84
245	104
246	91
247	96
248	118
249	113
250	119
251	173
252	189
253	329
254	737
255	3940
